PRODUCT_ID,NAME         ,DESCRIPTION,PRICE
62        ,Honda        ,Fuscia     ,24
63        ,Mercedes-Benz,Orange     ,28
64        ,Infiniti     ,Crimson    ,93
65        ,Lexus        ,Orange     ,63
66        ,Acura        ,Aquamarine ,12
67        ,Nissan       ,Pink       ,56
68        ,Chevrolet    ,Aquamarine ,43
69        ,Volkswagen   ,Teal       ,40
70        ,Buick        ,Fuscia     ,84
71        ,Acura        ,Orange     ,95
72        ,Isuzu        ,Crimson    ,30
73        ,Pontiac      ,Green      ,13
74        ,Bentley      ,Green      ,65
75        ,Ford         ,Fuscia     ,89
76        ,Suzuki       ,Pink       ,63
77        ,Mercedes-Benz,Turquoise  ,75
78        ,Mercedes-Benz,Goldenrod  ,21
79        ,Chevrolet    ,Violet     ,86
80        ,Mercury      ,Green      ,80
81        ,Oldsmobile   ,Pink       ,51
82        ,Dodge        ,Pink       ,48
83        ,Mercury      ,Red        ,56
84        ,Saab         ,Mauv       ,92
85        ,MG           ,Maroon     ,62
86        ,Mitsubishi   ,Indigo     ,10
87        ,Chevrolet    ,Purple     ,4
88        ,Jeep         ,Maroon     ,69
89        ,Chevrolet    ,Yellow     ,3
90        ,Mercedes-Benz,Green      ,38
91        ,GMC          ,Indigo     ,3
92        ,Ford         ,Khaki      ,90
93        ,Pontiac      ,Mauv       ,14
94        ,Toyota       ,Goldenrod  ,63
95        ,Ford         ,Indigo     ,15
96        ,Ford         ,Indigo     ,89
97        ,Lincoln      ,Pink       ,59
98        ,Volkswagen   ,Indigo     ,42
99        ,Audi         ,Violet     ,29
100       ,BMW          ,Teal       ,58
101       ,Chevrolet    ,Turquoise  ,3
102       ,Subaru       ,Goldenrod  ,70
103       ,Pontiac      ,Crimson    ,51
104       ,Buick        ,Puce       ,85
105       ,Pontiac      ,Green      ,98
106       ,Lotus        ,Violet     ,78
107       ,Chevrolet    ,Mauv       ,90
108       ,Chevrolet    ,Teal       ,51
109       ,Volkswagen   ,Maroon     ,11
110       ,Lexus        ,Orange     ,27
111       ,Lexus        ,Goldenrod  ,21
112       ,Chevrolet    ,Purple     ,82
113       ,Lincoln      ,Blue       ,66
114       ,Ford         ,Red        ,32
115       ,Pontiac      ,Pink       ,24
116       ,Mitsubishi   ,Aquamarine ,14
117       ,Kia          ,Red        ,35
118       ,Chevrolet    ,Pink       ,67
119       ,Ford         ,Fuscia     ,80
120       ,GMC          ,Purple     ,95
121       ,Jeep         ,Maroon     ,44
122       ,Volkswagen   ,Aquamarine ,45
123       ,Chevrolet    ,Green      ,64
124       ,Toyota       ,Crimson    ,47
125       ,Mercedes-Benz,Indigo     ,51
126       ,Ford         ,Violet     ,19
127       ,Subaru       ,Aquamarine ,59
128       ,Audi         ,Green      ,95
129       ,Saturn       ,Mauv       ,47
130       ,Mitsubishi   ,Orange     ,66
131       ,Chevrolet    ,Khaki      ,34
132       ,Ferrari      ,Fuscia     ,100
133       ,BMW          ,Maroon     ,69
134       ,BMW          ,Indigo     ,58
135       ,Acura        ,Pink       ,77
136       ,Mercedes-Benz,Aquamarine ,19
137       ,Lexus        ,Violet     ,45
138       ,Lotus        ,Indigo     ,90
139       ,Aston Martin ,Indigo     ,71
140       ,Lincoln      ,Teal       ,41
141       ,Toyota       ,Pink       ,66
142       ,Nissan       ,Yellow     ,62
143       ,GMC          ,Puce       ,78
144       ,Volkswagen   ,Fuscia     ,39
145       ,Kia          ,Green      ,81
146       ,Toyota       ,Puce       ,51
147       ,Volkswagen   ,Goldenrod  ,65
148       ,Nissan       ,Puce       ,16
149       ,Volkswagen   ,Indigo     ,57
150       ,Infiniti     ,Khaki      ,70
151       ,Lincoln      ,Mauv       ,98
152       ,Chevrolet    ,Aquamarine ,74
153       ,Chevrolet    ,Green      ,98
154       ,Land Rover   ,Green      ,20
155       ,Acura        ,Fuscia     ,94
156       ,Lincoln      ,Puce       ,83
157       ,Oldsmobile   ,Blue       ,81
158       ,Chevrolet    ,Red        ,38
159       ,Mitsubishi   ,Green      ,41
160       ,GMC          ,Yellow     ,15
161       ,Dodge        ,Teal       ,59
162       ,Toyota       ,Teal       ,91
163       ,Porsche      ,Mauv       ,47
164       ,Toyota       ,Purple     ,42
165       ,Chevrolet    ,Orange     ,54
166       ,Hyundai      ,Goldenrod  ,12
167       ,GMC          ,Mauv       ,56
168       ,Honda        ,Pink       ,76
169       ,Maybach      ,Green      ,39
170       ,Chevrolet    ,Red        ,6
171       ,Toyota       ,Aquamarine ,72
172       ,Volkswagen   ,Khaki      ,9
173       ,Mitsubishi   ,Violet     ,14
174       ,Volvo        ,Maroon     ,9
175       ,Maserati     ,Red        ,90
176       ,Dodge        ,Mauv       ,25
177       ,Chevrolet    ,Indigo     ,37
178       ,Honda        ,Teal       ,90
179       ,Pontiac      ,Mauv       ,64
180       ,Infiniti     ,Yellow     ,78
181       ,Hummer       ,Puce       ,94
182       ,Kia          ,Blue       ,34
183       ,Infiniti     ,Mauv       ,83
184       ,Mazda        ,Crimson    ,42
185       ,Jaguar       ,Maroon     ,8
186       ,Mitsubishi   ,Yellow     ,21
187       ,Lincoln      ,Turquoise  ,62
188       ,Subaru       ,Khaki      ,38
189       ,Pontiac      ,Turquoise  ,88
190       ,Ford         ,Mauv       ,90
191       ,Chevrolet    ,Turquoise  ,22
192       ,Aston Martin ,Turquoise  ,13
193       ,Citroën      ,Maroon     ,54
194       ,Cadillac     ,Fuscia     ,29
195       ,Pontiac      ,Maroon     ,96
196       ,Mitsubishi   ,Green      ,87
197       ,Volvo        ,Crimson    ,72
198       ,Toyota       ,Puce       ,86
199       ,Plymouth     ,Red        ,36
200       ,Mercedes-Benz,Crimson    ,28
201       ,Volkswagen   ,Purple     ,13
202       ,Ford         ,Goldenrod  ,80
203       ,Ford         ,Purple     ,29
204       ,Lotus        ,Yellow     ,5
205       ,Lexus        ,Pink       ,3
206       ,Chevrolet    ,Khaki      ,19
207       ,GMC          ,Turquoise  ,65
208       ,Smart        ,Violet     ,50
209       ,Kia          ,Goldenrod  ,98
210       ,Honda        ,Aquamarine ,45
211       ,Mercedes-Benz,Pink       ,34
212       ,Chevrolet    ,Fuscia     ,28
213       ,GMC          ,Purple     ,95
214       ,Mercedes-Benz,Red        ,76
215       ,GMC          ,Maroon     ,89
216       ,Toyota       ,Maroon     ,21
217       ,Nissan       ,Mauv       ,72
218       ,Porsche      ,Khaki      ,32
219       ,Porsche      ,Mauv       ,12
220       ,Mitsubishi   ,Aquamarine ,71
221       ,Acura        ,Red        ,9
222       ,Volkswagen   ,Orange     ,95
223       ,Hummer       ,Indigo     ,17
224       ,Morgan       ,Mauv       ,47
225       ,Chevrolet    ,Maroon     ,61
226       ,Infiniti     ,Purple     ,38
227       ,Volkswagen   ,Crimson    ,87
228       ,Saab         ,Aquamarine ,42
229       ,Suzuki       ,Indigo     ,79
230       ,GMC          ,Pink       ,49
231       ,Toyota       ,Turquoise  ,37
232       ,BMW          ,Violet     ,2
233       ,GMC          ,Goldenrod  ,84
234       ,Saab         ,Green      ,91
235       ,Infiniti     ,Red        ,5
236       ,Ford         ,Yellow     ,74
237       ,Dodge        ,Green      ,87
238       ,Lexus        ,Blue       ,86
239       ,Audi         ,Green      ,5
240       ,Cadillac     ,Purple     ,59
241       ,Acura        ,Purple     ,11
242       ,Mazda        ,Yellow     ,30
243       ,GMC          ,Fuscia     ,78
244       ,Mazda        ,Fuscia     ,4
245       ,Dodge        ,Goldenrod  ,38
246       ,Mercury      ,Orange     ,50
247       ,Ford         ,Yellow     ,75
248       ,MINI         ,Mauv       ,40
249       ,Volvo        ,Violet     ,91
250       ,Dodge        ,Aquamarine ,1
251       ,Chevrolet    ,Mauv       ,32
252       ,Jeep         ,Red        ,22
253       ,BMW          ,Indigo     ,49
254       ,GMC          ,Fuscia     ,31
255       ,Mercedes-Benz,Fuscia     ,28
256       ,Buick        ,Red        ,5
257       ,Mazda        ,Blue       ,66
258       ,Mitsubishi   ,Puce       ,9
259       ,Ford         ,Crimson    ,16
260       ,Chevrolet    ,Aquamarine ,70
261       ,Jeep         ,Orange     ,21
262       ,Mazda        ,Purple     ,87
263       ,Dodge        ,Goldenrod  ,14
264       ,Mercedes-Benz,Orange     ,55
265       ,Volkswagen   ,Red        ,73
266       ,Volkswagen   ,Violet     ,67
267       ,Dodge        ,Indigo     ,81
268       ,Mazda        ,Puce       ,10
269       ,Volvo        ,Fuscia     ,9
270       ,Audi         ,Purple     ,20
271       ,Holden       ,Puce       ,70
272       ,Mercedes-Benz,Crimson    ,60
273       ,GMC          ,Orange     ,27
274       ,Volkswagen   ,Crimson    ,3
275       ,Dodge        ,Indigo     ,77
276       ,Chrysler     ,Puce       ,64
277       ,Mercury      ,Maroon     ,94
278       ,Chrysler     ,Green      ,98
279       ,Jaguar       ,Red        ,54
280       ,BMW          ,Indigo     ,13
281       ,Ford         ,Khaki      ,31
282       ,Isuzu        ,Blue       ,69
283       ,Plymouth     ,Green      ,10
284       ,Ferrari      ,Indigo     ,92
285       ,Lotus        ,Fuscia     ,84
286       ,Chrysler     ,Orange     ,76
287       ,Toyota       ,Crimson    ,79
288       ,Land Rover   ,Khaki      ,95
289       ,BMW          ,Crimson    ,46
290       ,Dodge        ,Purple     ,20
291       ,Dodge        ,Red        ,100
292       ,BMW          ,Maroon     ,53
293       ,GMC          ,Teal       ,2
294       ,Ford         ,Purple     ,28
295       ,Suzuki       ,Yellow     ,39
296       ,Honda        ,Green      ,39
297       ,Toyota       ,Purple     ,61
298       ,Toyota       ,Teal       ,54
299       ,Toyota       ,Teal       ,35
300       ,Audi         ,Orange     ,6
301       ,Ford         ,Maroon     ,79
302       ,Chevrolet    ,Teal       ,42
303       ,Mercedes-Benz,Yellow     ,23
304       ,Honda        ,Mauv       ,53
305       ,Kia          ,Khaki      ,59
306       ,Pontiac      ,Teal       ,51
307       ,Mitsubishi   ,Purple     ,35
308       ,Saturn       ,Turquoise  ,77
309       ,Cadillac     ,Orange     ,82
310       ,Infiniti     ,Aquamarine ,14
311       ,Nissan       ,Purple     ,19
312       ,Land Rover   ,Maroon     ,55
313       ,Lincoln      ,Yellow     ,20
314       ,Lamborghini  ,Maroon     ,100
315       ,Pontiac      ,Yellow     ,48
316       ,Ford         ,Red        ,17
317       ,Chevrolet    ,Goldenrod  ,76
318       ,BMW          ,Purple     ,79
319       ,Jaguar       ,Puce       ,92
320       ,Ford         ,Pink       ,66
321       ,BMW          ,Puce       ,99
322       ,Dodge        ,Turquoise  ,7
323       ,Ford         ,Puce       ,60
324       ,Maybach      ,Pink       ,85
325       ,Porsche      ,Orange     ,42
326       ,Toyota       ,Turquoise  ,36
327       ,Volvo        ,Indigo     ,8
328       ,Eagle        ,Turquoise  ,64
329       ,Lexus        ,Goldenrod  ,73
330       ,Toyota       ,Goldenrod  ,42
331       ,Kia          ,Aquamarine ,64
332       ,Ford         ,Puce       ,98
333       ,Pontiac      ,Green      ,4
334       ,GMC          ,Indigo     ,15
335       ,Mercury      ,Red        ,43
336       ,Mercury      ,Blue       ,96
337       ,Jaguar       ,Yellow     ,85
338       ,Ford         ,Orange     ,37
339       ,Volkswagen   ,Green      ,71
340       ,Chevrolet    ,Purple     ,52
341       ,Chevrolet    ,Blue       ,66
342       ,Toyota       ,Blue       ,1
343       ,Toyota       ,Purple     ,89
344       ,Chevrolet    ,Crimson    ,92
345       ,Honda        ,Fuscia     ,32
346       ,Hyundai      ,Puce       ,73
347       ,Hyundai      ,Blue       ,43
348       ,Mazda        ,Maroon     ,53
349       ,Mercury      ,Green      ,8
350       ,GMC          ,Pink       ,19
351       ,Chrysler     ,Mauv       ,77
352       ,Bentley      ,Goldenrod  ,86
353       ,Land Rover   ,Orange     ,15
354       ,GMC          ,Indigo     ,14
355       ,Lamborghini  ,Puce       ,51
356       ,Chrysler     ,Maroon     ,74
357       ,Audi         ,Blue       ,33
358       ,Pontiac      ,Purple     ,100
359       ,Mercedes-Benz,Red        ,79
360       ,Volkswagen   ,Puce       ,34
361       ,Ford         ,Green      ,7
362       ,Chevrolet    ,Goldenrod  ,39
363       ,Mazda        ,Turquoise  ,95
364       ,Jeep         ,Violet     ,52
365       ,Mitsubishi   ,Orange     ,47
366       ,Geo          ,Teal       ,85
367       ,Ford         ,Yellow     ,97
368       ,Toyota       ,Red        ,16
369       ,BMW          ,Orange     ,72
370       ,Toyota       ,Fuscia     ,62
371       ,Dodge        ,Fuscia     ,20
372       ,Cadillac     ,Maroon     ,57
373       ,Mitsubishi   ,Puce       ,30
374       ,Dodge        ,Teal       ,91
375       ,Jeep         ,Fuscia     ,71
376       ,Pontiac      ,Mauv       ,16
377       ,Land Rover   ,Orange     ,9
378       ,Maybach      ,Teal       ,69
379       ,Volkswagen   ,Mauv       ,85
380       ,Mercedes-Benz,Crimson    ,77
381       ,Toyota       ,Indigo     ,69
382       ,Dodge        ,Khaki      ,29
383       ,Chevrolet    ,Violet     ,45
384       ,Lincoln      ,Mauv       ,87
385       ,Volkswagen   ,Fuscia     ,17
386       ,Lincoln      ,Teal       ,79
387       ,Cadillac     ,Khaki      ,55
388       ,Audi         ,Blue       ,85
389       ,Chevrolet    ,Blue       ,43
390       ,Infiniti     ,Goldenrod  ,15
391       ,GMC          ,Orange     ,95
392       ,Saab         ,Red        ,81
393       ,Volkswagen   ,Green      ,81
394       ,Toyota       ,Maroon     ,97
395       ,Rolls-Royce  ,Fuscia     ,20
396       ,BMW          ,Mauv       ,53
397       ,Toyota       ,Maroon     ,30
398       ,Nissan       ,Puce       ,59
399       ,Nissan       ,Goldenrod  ,46
400       ,Ford         ,Fuscia     ,42
401       ,Mercedes-Benz,Turquoise  ,100
402       ,Pontiac      ,Yellow     ,32
403       ,BMW          ,Yellow     ,74
404       ,Ford         ,Purple     ,32
405       ,Pontiac      ,Goldenrod  ,73
406       ,Volkswagen   ,Khaki      ,57
407       ,Saab         ,Teal       ,15
408       ,Ford         ,Goldenrod  ,57
409       ,Ford         ,Red        ,48
410       ,Toyota       ,Mauv       ,75
411       ,Dodge        ,Blue       ,62
412       ,Volvo        ,Crimson    ,68
413       ,Toyota       ,Yellow     ,10
414       ,Jaguar       ,Violet     ,53
415       ,Mitsubishi   ,Orange     ,30
416       ,Audi         ,Violet     ,55
417       ,Maserati     ,Violet     ,25
418       ,Dodge        ,Teal       ,47
419       ,Subaru       ,Puce       ,48
420       ,Chevrolet    ,Goldenrod  ,91
421       ,Pontiac      ,Turquoise  ,19
422       ,Ford         ,Goldenrod  ,55
423       ,Honda        ,Turquoise  ,16
424       ,Honda        ,Khaki      ,73
425       ,Land Rover   ,Mauv       ,92
426       ,Suzuki       ,Violet     ,62
427       ,Ford         ,Red        ,77
428       ,Jeep         ,Fuscia     ,5
429       ,Ford         ,Violet     ,65
430       ,Jaguar       ,Violet     ,27
431       ,Kia          ,Indigo     ,10
432       ,Volvo        ,Goldenrod  ,22
433       ,Oldsmobile   ,Aquamarine ,66
434       ,Chrysler     ,Red        ,82
435       ,BMW          ,Goldenrod  ,51
436       ,Fiat         ,Maroon     ,66
437       ,Chevrolet    ,Goldenrod  ,20
438       ,Jaguar       ,Violet     ,19
439       ,Buick        ,Aquamarine ,97
440       ,Suzuki       ,Goldenrod  ,55
441       ,Lexus        ,Blue       ,77
442       ,Chevrolet    ,Blue       ,28
443       ,Nissan       ,Green      ,73
444       ,Honda        ,Crimson    ,26
445       ,Suzuki       ,Crimson    ,75
446       ,Dodge        ,Violet     ,61
447       ,Dodge        ,Pink       ,21
448       ,Toyota       ,Mauv       ,74
449       ,Buick        ,Purple     ,85
450       ,Oldsmobile   ,Green      ,51
451       ,Saab         ,Yellow     ,82
452       ,Maybach      ,Fuscia     ,59
453       ,Chevrolet    ,Crimson    ,90
454       ,Dodge        ,Yellow     ,70
455       ,Dodge        ,Red        ,68
456       ,Toyota       ,Orange     ,10
457       ,GMC          ,Red        ,80
458       ,Infiniti     ,Red        ,93
459       ,Mazda        ,Aquamarine ,56
460       ,Ford         ,Green      ,9
461       ,Hyundai      ,Blue       ,62
462       ,Mercury      ,Red        ,50
463       ,Volkswagen   ,Purple     ,60
464       ,Buick        ,Fuscia     ,2
465       ,Subaru       ,Yellow     ,81
466       ,Honda        ,Red        ,15
467       ,Mitsubishi   ,Yellow     ,55
468       ,Mercedes-Benz,Indigo     ,15
469       ,Nissan       ,Maroon     ,7
470       ,Mercury      ,Turquoise  ,59
471       ,Pontiac      ,Aquamarine ,8
472       ,Suzuki       ,Purple     ,71
473       ,Lincoln      ,Puce       ,3
474       ,Volkswagen   ,Indigo     ,46
475       ,Subaru       ,Maroon     ,3
476       ,Jeep         ,Pink       ,78
477       ,Toyota       ,Indigo     ,94
478       ,Geo          ,Turquoise  ,52
479       ,GMC          ,Purple     ,25
480       ,Acura        ,Orange     ,81
481       ,Chrysler     ,Turquoise  ,3
482       ,GMC          ,Purple     ,58
483       ,Nissan       ,Goldenrod  ,36
484       ,Ford         ,Puce       ,16
485       ,Jaguar       ,Green      ,20
486       ,Chevrolet    ,Teal       ,86
487       ,Chevrolet    ,Khaki      ,34
488       ,Mercedes-Benz,Blue       ,98
489       ,Mercury      ,Yellow     ,74
490       ,Volvo        ,Crimson    ,34
491       ,Saturn       ,Goldenrod  ,2
492       ,Mercedes-Benz,Crimson    ,5
493       ,Nissan       ,Turquoise  ,77
494       ,Nissan       ,Red        ,50
495       ,GMC          ,Puce       ,97
496       ,Hyundai      ,Crimson    ,74
497       ,Dodge        ,Purple     ,61
498       ,BMW          ,Orange     ,14
499       ,Chevrolet    ,Khaki      ,43
500       ,Lincoln      ,Red        ,84
501       ,Mercedes-Benz,Aquamarine ,49
502       ,Mercedes-Benz,Violet     ,40
503       ,Isuzu        ,Orange     ,38
504       ,Foose        ,Crimson    ,68
505       ,Chevrolet    ,Maroon     ,14
506       ,Toyota       ,Maroon     ,92
507       ,Chevrolet    ,Aquamarine ,44
508       ,Volkswagen   ,Red        ,71
509       ,Chevrolet    ,Orange     ,30
510       ,Volkswagen   ,Maroon     ,59
511       ,Ford         ,Teal       ,38
512       ,Kia          ,Green      ,27
513       ,Ford         ,Teal       ,51
514       ,Ford         ,Yellow     ,96
515       ,Volvo        ,Puce       ,91
516       ,Volvo        ,Indigo     ,67
517       ,Volkswagen   ,Maroon     ,7
518       ,Toyota       ,Crimson    ,21
519       ,Cadillac     ,Blue       ,89
520       ,Ford         ,Goldenrod  ,91
521       ,Volvo        ,Mauv       ,4
522       ,Pontiac      ,Purple     ,43
523       ,Infiniti     ,Yellow     ,83
524       ,Dodge        ,Orange     ,72
525       ,Subaru       ,Red        ,64
526       ,Jeep         ,Maroon     ,28
527       ,Dodge        ,Indigo     ,43
528       ,Mitsubishi   ,Aquamarine ,2
529       ,Toyota       ,Khaki      ,44
530       ,GMC          ,Puce       ,89
531       ,Audi         ,Maroon     ,57
532       ,Chevrolet    ,Puce       ,33
533       ,Audi         ,Turquoise  ,81
534       ,Ford         ,Maroon     ,88
535       ,Lexus        ,Green      ,43
536       ,Suzuki       ,Fuscia     ,89
537       ,Suzuki       ,Goldenrod  ,94
538       ,Infiniti     ,Blue       ,21
539       ,Lincoln      ,Violet     ,89
540       ,Mitsubishi   ,Pink       ,9
541       ,Nissan       ,Fuscia     ,73
542       ,Lincoln      ,Crimson    ,10
543       ,Mazda        ,Violet     ,69
544       ,GMC          ,Orange     ,68
545       ,Mercedes-Benz,Crimson    ,70
546       ,Volkswagen   ,Yellow     ,32
547       ,Ford         ,Yellow     ,88
548       ,Volvo        ,Violet     ,30
549       ,Maserati     ,Puce       ,44
550       ,Ford         ,Khaki      ,99
551       ,Mercury      ,Orange     ,78
552       ,Ford         ,Indigo     ,75
553       ,Oldsmobile   ,Teal       ,14
554       ,Aston Martin ,Violet     ,67
555       ,Audi         ,Pink       ,1
556       ,Mazda        ,Green      ,67
557       ,Toyota       ,Blue       ,89
558       ,Ford         ,Maroon     ,2
559       ,Eagle        ,Fuscia     ,90
560       ,Audi         ,Puce       ,3
561       ,Nissan       ,Indigo     ,50
562       ,Ford         ,Crimson    ,13
563       ,Audi         ,Fuscia     ,8
564       ,Mitsubishi   ,Turquoise  ,13
565       ,Ford         ,Mauv       ,80
566       ,Volkswagen   ,Indigo     ,67
567       ,Maserati     ,Blue       ,11
568       ,Chevrolet    ,Khaki      ,29
569       ,Porsche      ,Aquamarine ,24
570       ,Mazda        ,Fuscia     ,68
571       ,Acura        ,Green      ,47
572       ,Kia          ,Maroon     ,99
573       ,Cadillac     ,Maroon     ,32
574       ,Mazda        ,Goldenrod  ,43
575       ,Subaru       ,Maroon     ,82
576       ,Mitsubishi   ,Indigo     ,44
577       ,Buick        ,Turquoise  ,55
578       ,Volkswagen   ,Puce       ,98
579       ,Pontiac      ,Khaki      ,9
580       ,Kia          ,Green      ,27
581       ,Pontiac      ,Red        ,72
582       ,Nissan       ,Mauv       ,47
583       ,Nissan       ,Mauv       ,14
584       ,Chrysler     ,Indigo     ,26
585       ,Audi         ,Turquoise  ,47
586       ,Toyota       ,Goldenrod  ,47
587       ,Mazda        ,Blue       ,53
588       ,Kia          ,Blue       ,69
589       ,Chevrolet    ,Goldenrod  ,60
590       ,Buick        ,Goldenrod  ,37
591       ,Honda        ,Puce       ,51
592       ,Porsche      ,Orange     ,22
593       ,Mercedes-Benz,Puce       ,62
594       ,Land Rover   ,Mauv       ,45
595       ,Chevrolet    ,Puce       ,59
596       ,Hyundai      ,Turquoise  ,46
597       ,Saturn       ,Goldenrod  ,51
598       ,Infiniti     ,Pink       ,68
599       ,Chevrolet    ,Turquoise  ,35
600       ,Toyota       ,Aquamarine ,52
601       ,Ford         ,Turquoise  ,79
602       ,Ford         ,Turquoise  ,55
603       ,Suzuki       ,Aquamarine ,17
604       ,Jaguar       ,Maroon     ,49
605       ,GMC          ,Indigo     ,30
606       ,Volkswagen   ,Purple     ,100
607       ,Infiniti     ,Mauv       ,64
608       ,Nissan       ,Maroon     ,62
609       ,Chevrolet    ,Indigo     ,50
610       ,Dodge        ,Maroon     ,83
611       ,Toyota       ,Indigo     ,11
612       ,GMC          ,Fuscia     ,1
613       ,Mercedes-Benz,Aquamarine ,30
614       ,Buick        ,Puce       ,1
615       ,Hyundai      ,Pink       ,8
616       ,Mazda        ,Indigo     ,26
617       ,Isuzu        ,Purple     ,66
618       ,Mercedes-Benz,Green      ,51
619       ,Audi         ,Yellow     ,98
620       ,Hyundai      ,Mauv       ,20
621       ,Mercedes-Benz,Puce       ,84
622       ,Chevrolet    ,Khaki      ,56
623       ,Toyota       ,Pink       ,20
624       ,Dodge        ,Violet     ,27
625       ,Mazda        ,Fuscia     ,35
626       ,Chrysler     ,Blue       ,16
627       ,Kia          ,Green      ,93
628       ,Ford         ,Teal       ,39
629       ,Infiniti     ,Puce       ,37
630       ,Ford         ,Orange     ,11
631       ,Suzuki       ,Goldenrod  ,80
632       ,BMW          ,Green      ,9
633       ,Mitsubishi   ,Fuscia     ,44
634       ,Pontiac      ,Aquamarine ,41
635       ,Jaguar       ,Green      ,19
636       ,Chevrolet    ,Fuscia     ,70
637       ,Mazda        ,Red        ,12
638       ,Jensen       ,Turquoise  ,53
639       ,Chevrolet    ,Crimson    ,5
640       ,Saturn       ,Orange     ,1
641       ,BMW          ,Orange     ,2
642       ,Pontiac      ,Teal       ,36
643       ,Ford         ,Goldenrod  ,62
644       ,Chevrolet    ,Puce       ,32
645       ,Audi         ,Crimson    ,86
646       ,Volkswagen   ,Goldenrod  ,50
647       ,Mercedes-Benz,Blue       ,79
648       ,Ford         ,Crimson    ,48
649       ,Toyota       ,Purple     ,73
650       ,Pontiac      ,Blue       ,83
651       ,Lexus        ,Turquoise  ,80
652       ,Volkswagen   ,Green      ,37
653       ,Hyundai      ,Teal       ,25
654       ,Cadillac     ,Goldenrod  ,92
655       ,Acura        ,Indigo     ,85
656       ,Nissan       ,Green      ,67
657       ,Toyota       ,Turquoise  ,15
658       ,Mercury      ,Turquoise  ,97
659       ,Toyota       ,Blue       ,82
660       ,Plymouth     ,Goldenrod  ,1
661       ,Volkswagen   ,Turquoise  ,8
662       ,Mazda        ,Red        ,51
663       ,BMW          ,Green      ,5
664       ,Toyota       ,Khaki      ,96
665       ,Chevrolet    ,Red        ,62
666       ,BMW          ,Teal       ,49
667       ,Isuzu        ,Pink       ,67
668       ,Mercedes-Benz,Pink       ,43
669       ,Porsche      ,Goldenrod  ,60
670       ,Chevrolet    ,Crimson    ,80
671       ,Jeep         ,Pink       ,89
672       ,GMC          ,Orange     ,91
673       ,Chevrolet    ,Pink       ,16
674       ,Mitsubishi   ,Mauv       ,88
675       ,Mercedes-Benz,Orange     ,9
676       ,Ford         ,Puce       ,42
677       ,Ford         ,Maroon     ,40
678       ,Buick        ,Yellow     ,45
679       ,Infiniti     ,Purple     ,34
680       ,Porsche      ,Fuscia     ,67
681       ,Mercury      ,Mauv       ,63
682       ,Mercedes-Benz,Indigo     ,5
683       ,Eagle        ,Puce       ,1
684       ,GMC          ,Pink       ,3
685       ,GMC          ,Indigo     ,92
686       ,Chrysler     ,Blue       ,61
687       ,Cadillac     ,Fuscia     ,71
688       ,McLaren      ,Teal       ,62
689       ,Nissan       ,Aquamarine ,14
690       ,Acura        ,Violet     ,69
